page,name,address,phone_number,link_url
https://www.apartments.com/los-angeles-ca-90010/1000-to-1200/,The Arden,"3921 Wilshire Blvd, Los Angeles, CA 90010",(213) 700-5066,https://www.apartments.com/the-arden-los-angeles-ca/pbecsqs/
https://www.apartments.com/reno-nv-89501/320-to-838/,Siegel Suites El Cortez,"239 W 2nd St, Reno, NV 89501",(775) 835-4164,https://www.apartments.com/siegel-suites-el-cortez-reno-nv/gz6y3fy/
https://www.apartments.com/reno-nv-89501/320-to-838/,Siegel Suites El Cortez,"239 W 2nd St, Reno, NV 89501",(775) 835-4164,https://www.apartments.com/siegel-suites-el-cortez-reno-nv/gz6y3fy/
https://www.apartments.com/covington-ga-30014/400-to-1000/,Covington Crossings - 55+ Senior Living,"6000 Clark St, Covington, GA 30014",(844) 594-7269,https://www.apartments.com/covington-crossings-55-senior-living-covington-ga/nfpg07q/
https://www.apartments.com/covington-ga-30014/400-to-1000/,Harmony at Covington - 55+ SENIOR PROPERTY,"11101 Covington Bypass Rd, Covington, GA 30014",(844) 375-4177,https://www.apartments.com/harmony-at-covington-55-senior-property-covington-ga/xce1jmq/
https://www.apartments.com/covington-ga-30016/400-to-1000/,Harmony at Covington - 55+ SENIOR PROPERTY,"11101 Covington Bypass Rd, Covington, GA 30014",(844) 375-4177,https://www.apartments.com/harmony-at-covington-55-senior-property-covington-ga/xce1jmq/
https://www.apartments.com/greenville-sc-29605/400-to-1000/,Augusta Road Apartments,"5300 Augusta Rd, Greenville, SC 29605",(864) 326-9262,https://www.apartments.com/augusta-road-apartments-greenville-sc/9hn1fy6/
https://www.apartments.com/greenville-sc-29605/400-to-1000/,Andover Park Apartments,"831 Cleveland St, Greenville, SC 29601",(864) 990-0985,https://www.apartments.com/andover-park-apartments-greenville-sc/qsyr21y/
https://www.apartments.com/greenville-sc-29605/400-to-1000/,Crescent Landing,"1008 White Horse Rd, Greenville, SC 29605",(888) 659-9596,https://www.apartments.com/crescent-landing-greenville-sc/tv65l28/
https://www.apartments.com/greenville-sc-29605/400-to-1000/,Greenville 105,"105 Cavalier Dr, Greenville, SC 29607",(864) 301-1960,https://www.apartments.com/greenville-105-greenville-sc/y6380qs/
https://www.apartments.com/greenville-sc-29601/400-to-1000/,Main + Stone,"N Main St & Stone Ave, Greenville, SC 29601",(844) 579-9653,https://www.apartments.com/main-stone-greenville-sc/tep2nz9/
https://www.apartments.com/greenville-sc-29601/400-to-1000/,River's Edge,"411 River St, Greenville, SC 29601",(864) 435-9983,https://www.apartments.com/rivers-edge-greenville-sc/h0b6hl0/
https://www.apartments.com/greenville-sc-29601/400-to-1000/,Andover Park Apartments,"831 Cleveland St, Greenville, SC 29601",(864) 242-4466,https://www.apartments.com/andover-park-apartments-greenville-sc/qsyr21y/
https://www.apartments.com/greenville-sc-29601/400-to-1000/,The Parker at Cone,"50 Blease St, Greenville, SC 29601",(864) 242-4466,https://www.apartments.com/the-parker-at-cone-greenville-sc/3n8w8jg/
https://www.apartments.com/greenville-sc-29609/400-to-1000/,Main + Stone,"N Main St & Stone Ave, Greenville, SC 29601",(844) 822-9361,https://www.apartments.com/main-stone-greenville-sc/tep2nz9/
https://www.apartments.com/greenville-sc-29609/400-to-1000/,Park West,"357 Hillandale Rd, Greenville, SC 29609",(844) 373-3751,https://www.apartments.com/park-west-greenville-sc/rmd9f73/
https://www.apartments.com/greenville-sc-29609/400-to-1000/,The Vinings at Duncan Chapel,"421 Duncan Chapel Rd, Greenville, SC 29617",(864) 214-4038,https://www.apartments.com/the-vinings-at-duncan-chapel-greenville-sc/2qr8x6b/
https://www.apartments.com/greenville-sc-29609/400-to-1000/,The Parker at Cone,"50 Blease St, Greenville, SC 29601",(864) 435-9983,https://www.apartments.com/the-parker-at-cone-greenville-sc/3n8w8jg/
https://www.apartments.com/greenville-sc-29607/400-to-1000/,Retreat at Waterside,"741 Woodruff Rd, Greenville, SC 29607",(864) 438-0978,https://www.apartments.com/retreat-at-waterside-greenville-sc/3eq39ng/
https://www.apartments.com/greenville-sc-29607/400-to-1000/,The Ivy,"151 Century Dr, Greenville, SC 29607",(844) 483-4847,https://www.apartments.com/the-ivy-greenville-sc/8mvl5s3/
https://www.apartments.com/greenville-sc-29607/400-to-1000/,Braxton at Woods Lake,"412 Woods Lake Rd, Greenville, SC 29607",(844) 889-9237,https://www.apartments.com/braxton-at-woods-lake-greenville-sc/wc2ksrj/
https://www.apartments.com/greenville-sc-29607/400-to-1000/,Park at Sorrento,"660 Halton Rd, Greenville, SC 29607",(864) 900-2987,https://www.apartments.com/park-at-sorrento-greenville-sc/1pktbz6/
https://www.apartments.com/greenville-sc-29607/400-to-1000/,The Paddock Club Greenville,"50 Rocky Creek Rd, Greenville, SC 29615",(864) 432-1793,https://www.apartments.com/the-paddock-club-greenville-greenville-sc/9lbw2h4/
https://www.apartments.com/tulsa-ok-74104/560-to-1198/,West Park Apartments,"2405 E 4th Pl, Tulsa, OK 74104",(539) 666-7772,https://www.apartments.com/west-park-apartments-tulsa-ok/5yf3rsn/
https://www.apartments.com/brunswick-ga-31520/320-to-838/,Coastal Club Apartments,"500 Coastal Club Cir, Brunswick, GA 31520",(844) 284-1024,https://www.apartments.com/coastal-club-apartments-brunswick-ga/tq1f6sc/
https://www.apartments.com/brunswick-ga-31520/320-to-838/,Lanier Landing,"820 Scranton Rd, Brunswick, GA 31525",(912) 689-1870,https://www.apartments.com/lanier-landing-brunswick-ga/1ltmw36/
https://www.apartments.com/brunswick-ga-31520/320-to-838/,Coastal Club Apartments,"500 Coastal Club Cir, Brunswick, GA 31520",(844) 284-1024,https://www.apartments.com/coastal-club-apartments-brunswick-ga/tq1f6sc/
https://www.apartments.com/brunswick-ga-31520/320-to-838/,Lanier Landing,"820 Scranton Rd, Brunswick, GA 31525",(912) 689-1870,https://www.apartments.com/lanier-landing-brunswick-ga/1ltmw36/
https://www.apartments.com/covington-la-70435/320-to-838/,St. John Village,"2015 Rue St Louis Loop, Covington, LA 70435",(225) 202-7983,https://www.apartments.com/st-john-village-covington-la/068s571/
https://www.apartments.com/lakewood-ca-90715/400-to-1000/,Vicino,"12350 Del Amo Blvd, Lakewood, CA 90715",(844) 206-3990,https://www.apartments.com/vicino-lakewood-ca/dkq7dmh/
https://www.apartments.com/lakewood-ca-90715/400-to-1000/,Villa Madrid,"20937 Bloomfield Ave, Lakewood, CA 90715",(323) 364-9367,https://www.apartments.com/villa-madrid-lakewood-ca/j7ecf06/
https://www.apartments.com/lakewood-ca-90715/400-to-1000/,Tuscany,"11509 216th St, Lakewood, CA 90715",(562) 920-2440,https://www.apartments.com/tuscany-lakewood-ca/l1wlfqg/
https://www.apartments.com/chandler-az-85224/320-to-838/,Kachina Apartments,"1400 N Alma School Rd, Chandler, AZ 85224",(844) 443-6805,https://www.apartments.com/kachina-apartments-chandler-az/gtlc1xw/
https://www.apartments.com/chandler-az-85224/320-to-838/,Trevi,"635 S Ellis St, Chandler, AZ 85224",(844) 237-1656,https://www.apartments.com/trevi-chandler-az/xr9vzvp/
https://www.apartments.com/chandler-az-85224/320-to-838/,Kachina Apartments,"1400 N Alma School Rd, Chandler, AZ 85224",(844) 443-6805,https://www.apartments.com/kachina-apartments-chandler-az/gtlc1xw/
https://www.apartments.com/chandler-az-85224/320-to-838/,Trevi,"635 S Ellis St, Chandler, AZ 85224",(844) 237-1656,https://www.apartments.com/trevi-chandler-az/xr9vzvp/
https://www.apartments.com/chandler-az-85225/320-to-838/,Chandler Ridge,"102 W Palomino Dr, Chandler, AZ 85225",(480) 739-2719,https://www.apartments.com/chandler-ridge-chandler-az/2ch5hg8/
https://www.apartments.com/chandler-az-85225/320-to-838/,San Stefano Townhomes,"677 E Commonwealth Ave, Chandler, AZ 85225",(415) 231-1701,https://www.apartments.com/san-stefano-townhomes-chandler-az/7x8hhfz/
https://www.apartments.com/chandler-az-85225/320-to-838/,Biscayne Bay Apartments,"300 E Warner Rd, Chandler, AZ 85225",(415) 231-1701,https://www.apartments.com/biscayne-bay-apartments-chandler-az/j1plmp7/
https://www.apartments.com/chandler-az-85225/320-to-838/,Tides at Chandler,"2101 N Evergreen St, Chandler, AZ 85225",(480) 244-6285,https://www.apartments.com/tides-at-chandler-chandler-az/w9lhcfj/
https://www.apartments.com/lakewood-ca-90712/400-to-1000/,Lakewood Manor,"4907 1/4 Hayter Ave, Lakewood, CA 90712",(562) 502-8308,https://www.apartments.com/lakewood-manor-lakewood-ca/1sbhf27/
https://www.apartments.com/lakewood-ca-90712/400-to-1000/,Seaport Village,"5601 N Paramount Blvd, Long Beach, CA 90805",(844) 286-2118,https://www.apartments.com/seaport-village-long-beach-ca/36wq0ne/
https://www.apartments.com/lakewood-ca-90712/400-to-1000/,Park del Amo,"4905 Castana Ave, Lakewood, CA 90712",(424) 313-1778,https://www.apartments.com/park-del-amo-lakewood-ca/wkr8y9h/
https://www.apartments.com/lakewood-ca-90712/400-to-1000/,Clair Del and Clair Del Gardens,"4901 Clair Del Ave, Long Beach, CA 90807",(714) 706-0414,https://www.apartments.com/clair-del-and-clair-del-gardens-long-beach-ca/8skwkv3/
https://www.apartments.com/anderson-sc-29621/560-to-1198/,Tanglewood,"2418 Marchbanks Ave, Anderson, SC 29621",(844) 351-9496,https://www.apartments.com/tanglewood-anderson-sc/lyx6q3g/
https://www.apartments.com/anderson-sc-29621/560-to-1198/,Wexford Condominiums,"100 Wexford Dr, Anderson, SC 29621",(864) 416-4404,https://www.apartments.com/wexford-condominiums-anderson-sc/wp7hs8h/
https://www.apartments.com/anderson-sc-29621/560-to-1198/,Shadow Creek Apartments,"100 SHADOW CREEK Ln, ANDERSON, SC 29621",(864) 375-6327,https://www.apartments.com/shadow-creek-apartments-anderson-sc/3w04gxd/
https://www.apartments.com/lakewood-ca-90713/400-to-1000/,Park Montair,"4550 Montair Ave, Long Beach, CA 90808",(562) 477-1489,https://www.apartments.com/park-montair-long-beach-ca/4t8x0nl/
https://www.apartments.com/anderson-sc-29624/560-to-1198/,Retreat At The Park,"170 River Oak Dr, Anderson, SC 29624",(844) 834-3567,https://www.apartments.com/retreat-at-the-park-anderson-sc/w4lnhfj/
https://www.apartments.com/lakewood-ca-90713/400-to-1000/,The 5800,"5800 South St, Lakewood, CA 90713",(562) 546-7765,https://www.apartments.com/the-5800-lakewood-ca/f7ts3yt/
https://www.apartments.com/memphis-tn-38103/560-to-1198/,Helix At The District - UTILITIES INCLUDED,"141 Manassas St, Memphis, TN 38105",(423) 393-9841,https://www.apartments.com/helix-at-the-district-utilities-included-memphis-tn/brgzxk9/
https://www.apartments.com/memphis-tn-38103/560-to-1198/,ReNew Riverview,"99 N Main St, Memphis, TN 38103",(731) 274-0406,https://www.apartments.com/renew-riverview-memphis-tn/vlt2xgg/
https://www.apartments.com/memphis-tn-38103/560-to-1198/,Iris,"810 Washington Ave, Memphis, TN 38105",(844) 274-4576,https://www.apartments.com/iris-memphis-tn/yqne6lv/
https://www.apartments.com/memphis-tn-38103/560-to-1198/,Fielder Square,"70 S 4th St, Memphis, TN 38103",(844) 388-3347,https://www.apartments.com/fielder-square-memphis-tn/7cmvhbz/
https://www.apartments.com/anderson-sc-29624/560-to-1198/,Retreat At The Park,"170 River Oak Dr, Anderson, SC 29624",(844) 834-3567,https://www.apartments.com/retreat-at-the-park-anderson-sc/w4lnhfj/
https://www.apartments.com/memphis-tn-38104/560-to-1198/,The Melrose Midtown,"775 Melrose St, Memphis, TN 38104",(870) 394-5082,https://www.apartments.com/the-melrose-midtown-memphis-tn/s7jzhm6/
https://www.apartments.com/memphis-tn-38104/560-to-1198/,Arts Loft @ Overton,"1973 Poplar Ave, Memphis, TN 38104",(731) 201-2284,https://www.apartments.com/arts-loft-overton-memphis-tn/j4cn4k5/
https://www.apartments.com/memphis-tn-38104/560-to-1198/,The Venue- UTILITIES INCLUDED!!,"1387 Central Ave, Memphis, TN 38104",(844) 245-1305,https://www.apartments.com/the-venue-utilities-included-memphis-tn/97wbrc5/
https://www.apartments.com/memphis-tn-38104/560-to-1198/,Urban Peddler,"50 S Morrison St, Memphis, TN 38104",(901) 473-3966,https://www.apartments.com/urban-peddler-memphis-tn/xnf0h4n/
https://www.apartments.com/memphis-tn-38104/560-to-1198/,The Flats @ Cooper Young,"999 S Cooper St, Memphis, TN 38104",(916) 888-1318,https://www.apartments.com/the-flats-cooper-young-memphis-tn/8smjs80/
https://www.apartments.com/memphis-tn-38104/560-to-1198/,The Gilmore,"6 S McLean Blvd, Memphis, TN 38104",(914) 353-3478,https://www.apartments.com/the-gilmore-memphis-tn/qskm9mz/
https://www.apartments.com/memphis-tn-38104/560-to-1198/,The Broadmoor Apartments,"290 S Cleveland St, Memphis, TN 38104",(916) 273-8412,https://www.apartments.com/the-broadmoor-apartments-memphis-tn/9nks7q5/
https://www.apartments.com/memphis-tn-38104/560-to-1198/,The Wendell,"2038 Southern Ave, Memphis, TN 38114",(731) 442-8859,https://www.apartments.com/the-wendell-memphis-tn/mlpcx6l/
https://www.apartments.com/memphis-tn-38104/560-to-1198/,Overton Garden Apartments,"2153 Washington Ave, Memphis, TN 38104",(731) 499-8616,https://www.apartments.com/overton-garden-apartments-memphis-tn/zr3gksz/
https://www.apartments.com/memphis-tn-38103/560-to-1198/,Helix At The District - UTILITIES INCLUDED,"141 Manassas St, Memphis, TN 38105",(423) 393-9841,https://www.apartments.com/helix-at-the-district-utilities-included-memphis-tn/brgzxk9/
https://www.apartments.com/memphis-tn-38103/560-to-1198/,ReNew Riverview,"99 N Main St, Memphis, TN 38103",(731) 274-0406,https://www.apartments.com/renew-riverview-memphis-tn/vlt2xgg/
https://www.apartments.com/memphis-tn-38103/560-to-1198/,Iris,"810 Washington Ave, Memphis, TN 38105",(844) 274-4576,https://www.apartments.com/iris-memphis-tn/yqne6lv/
https://www.apartments.com/memphis-tn-38103/560-to-1198/,Fielder Square,"70 S 4th St, Memphis, TN 38103",(844) 388-3347,https://www.apartments.com/fielder-square-memphis-tn/7cmvhbz/
https://www.apartments.com/chicopee-ma-01013/1000-to-1200/,The Dale House,"359 Dale St, Chicopee, MA 01013",(844) 812-3364,https://www.apartments.com/the-dale-house-chicopee-ma/kndrc79/
https://www.apartments.com/atlantic-city-nj-08401/400-to-1000/,The Showboat Residences,"801 Boardwalk, Atlantic City, NJ 08401",(844) 516-9321,https://www.apartments.com/the-showboat-residences-atlantic-city-nj/3z3334e/
https://www.apartments.com/atlantic-city-nj-08401/400-to-1000/,The Ocean at 101 Boardwalk,"101 Boardwalk Ave, Atlantic City, NJ 08401",(609) 241-9974,https://www.apartments.com/the-ocean-at-101-boardwalk-atlantic-city-nj/hl0n9l1/
https://www.apartments.com/atlantic-city-nj-08401/400-to-1000/,Lighthouse Plaza,"300 Atlantic Ave, Atlantic City, NJ 08401",(267) 609-0608,https://www.apartments.com/lighthouse-plaza-atlantic-city-nj/zs8c3hw/
https://www.apartments.com/avenel-nj-07001/400-to-1000/,Boulevard East - BRAND NEW !!,"355 Edgerton Blvd, Avenel, NJ 07001",(844) 466-3151,https://www.apartments.com/boulevard-east-brand-new-avenel-nj/q7z01qx/
https://www.apartments.com/bayonne-nj-07002/400-to-1000/,Bay One,"957-965 Broadway, Bayonne, NJ 07002",(201) 654-0876,https://www.apartments.com/bay-one-bayonne-nj/4l7vzpj/
https://www.apartments.com/avenel-nj-07001/400-to-1000/,Station Village at Avenel,"2000 Station Dr, Avenel, NJ 07001",(973) 577-7687,https://www.apartments.com/station-village-at-avenel-avenel-nj/npwn7vp/
https://www.apartments.com/avenel-nj-07001/400-to-1000/,Woodbine Living,"1 Woodbine Ave, Avenel, NJ 07001",(203) 409-5247,https://www.apartments.com/woodbine-living-avenel-nj/xn5r5lp/
https://www.apartments.com/avenel-nj-07001/400-to-1000/,Evergreen Forest,"506 Forest View Dr, Avenel, NJ 07001",(732) 452-0747,https://www.apartments.com/evergreen-forest-avenel-nj/x9cqcgn/
https://www.apartments.com/avenel-nj-07001/400-to-1000/,Woodbridge Village,"305 Village Dr, Avenel, NJ 07001",(732) 729-9000,https://www.apartments.com/woodbridge-village-avenel-nj/b78gd2b/
https://www.apartments.com/avenel-nj-07001/400-to-1000/,Queens Gardens,"3 Ronald Dr, Colonia, NJ 07067",(732) 847-0095,https://www.apartments.com/queens-gardens-colonia-nj/plfgj0v/
https://www.apartments.com/bloomfield-nj-07003/400-to-1000/,Forest Hill Apartments,"115 Davey St, Bloomfield, NJ 07003",(844) 245-1929,https://www.apartments.com/forest-hill-apartments-bloomfield-nj/47yfvjh/
https://www.apartments.com/bayonne-nj-07002/400-to-1000/,EDGE Apartments,"170 Avenue F, Bayonne, NJ 07002",(844) 849-2203,https://www.apartments.com/edge-apartments-bayonne-nj/kpe93p9/
https://www.apartments.com/bayonne-nj-07002/400-to-1000/,Park Bayonne,"1040 Kennedy Blvd, Bayonne, NJ 07002",(908) 360-8443,https://www.apartments.com/park-bayonne-bayonne-nj/rlkg252/
https://www.apartments.com/bayonne-nj-07002/400-to-1000/,19 East,"19 E 19th St, Bayonne, NJ 07002",(732) 964-9051,https://www.apartments.com/19-east-bayonne-nj/7p00z4z/
https://www.apartments.com/bayonne-nj-07002/400-to-1000/,Bay 151,"151 Centre St, Bayonne, NJ 07002",(862) 203-5954,https://www.apartments.com/bay-151-bayonne-nj/v56g5df/
https://www.apartments.com/bayonne-nj-07002/400-to-1000/,B22,"477 Broadway, Bayonne, NJ 07002",(732) 696-7289,https://www.apartments.com/b22-bayonne-nj/sesbdl6/
https://www.apartments.com/bloomfield-nj-07003/400-to-1000/,Six Points at Bloomfield Station,"30 Farrand St, Bloomfield, NJ 07003",(844) 268-4660,https://www.apartments.com/six-points-at-bloomfield-station-bloomfield-nj/psldqes/
https://www.apartments.com/bloomfield-nj-07003/400-to-1000/,Parkway Lofts,"5 Lawrence St, Bloomfield, NJ 07003",(908) 299-6337,https://www.apartments.com/parkway-lofts-bloomfield-nj/dp9fhgl/
https://www.apartments.com/bloomfield-nj-07003/400-to-1000/,SilverLake,"165 Belmont Ave, Belleville, NJ 07109",(844) 218-2423,https://www.apartments.com/silverlake-belleville-nj/wmy1z1j/
https://www.apartments.com/bloomfield-nj-07003/400-to-1000/,Franklin Towers,"165 Franklin St, Bloomfield, NJ 07003",(914) 362-2896,https://www.apartments.com/franklin-towers-bloomfield-nj/9n6gyl6/
https://www.apartments.com/bloomfield-nj-07003/400-to-1000/,Oakes Pond at Bloomfield,"440 Memorial Pkwy, Bloomfield, NJ 07003",(317) 406-0954,https://www.apartments.com/oakes-pond-at-bloomfield-bloomfield-nj/5h3pe1n/
https://www.apartments.com/bloomfield-nj-07003/400-to-1000/,The Green at Bloomfield,"56 Broad St, Bloomfield, NJ 07003",(973) 744-6033,https://www.apartments.com/the-green-at-bloomfield-bloomfield-nj/k6lfhzb/
https://www.apartments.com/bloomfield-nj-07003/400-to-1000/,Avalon Bloomfield Station,"300 Glenwood Ave, Bloomfield, NJ 07003",(862) 621-1889,https://www.apartments.com/avalon-bloomfield-station-bloomfield-nj/sbvfg76/
https://www.apartments.com/bloomfield-nj-07003/400-to-1000/,64 Park Avenue,"64 Park Ave, Bloomfield, NJ 07003",(973) 632-5787,https://www.apartments.com/64-park-avenue-bloomfield-nj/mb60lvl/
https://www.apartments.com/bloomfield-nj-07003/400-to-1000/,Silk Mill Lofts,"110 N Fulton St, Bloomfield, NJ 07003",(973) 744-6033,https://www.apartments.com/silk-mill-lofts-bloomfield-nj/6cnccwt/
https://www.apartments.com/caldwell-nj-07006/400-to-1000/,Parkway East,"26 Parkway W, Caldwell, NJ 07006",(833) 682-9870,https://www.apartments.com/parkway-east-caldwell-nj/z75ck8z/
https://www.apartments.com/caldwell-nj-07006/400-to-1000/,Highlands at Hilltop,"100 White Rock Rd, Verona, NJ 07044",(866) 428-6802,https://www.apartments.com/highlands-at-hilltop-verona-nj/cvh5fle/
https://www.apartments.com/caldwell-nj-07006/400-to-1000/,Cedar Village,"14 A Montclair Ave, Cedar Grove, NJ 07009",(844) 236-6045,https://www.apartments.com/cedar-village-cedar-grove-nj/v6vy6ef/
https://www.apartments.com/caldwell-nj-07006/400-to-1000/,Carlyle Towers,"512 Bloomfield Ave, Caldwell, NJ 07006",(973) 227-7000,https://www.apartments.com/carlyle-towers-caldwell-nj/hg3p683/
https://www.apartments.com/caldwell-nj-07006/400-to-1000/,Westover House,"519 Bloomfield Ave, Caldwell, NJ 07006",(201) 798-5767,https://www.apartments.com/westover-house-caldwell-nj/qk1rvgy/
https://www.apartments.com/caldwell-nj-07006/400-to-1000/,Mary Ann Apts,"500-510 Bloomfield Ave, Caldwell, NJ 07006",(973) 739-8008,https://www.apartments.com/mary-ann-apts-caldwell-nj/0r574e2/
https://www.apartments.com/caldwell-nj-07006/400-to-1000/,Atrium Apartments,"585 Bloomfield Ave, Caldwell, NJ 07006",(973) 226-1717,https://www.apartments.com/atrium-apartments-caldwell-nj/czgwwdg/
https://www.apartments.com/cedar-grove-nj-07009/400-to-1000/,Kristal Falls,"135 Stevens Ave, Little Falls, NJ 07424",(973) 968-6099,https://www.apartments.com/kristal-falls-little-falls-nj/3h2x2kd/
https://www.apartments.com/cliffside-park-nj-07010/400-to-1000/,One Park Condos,"320 Adolphus Ave, Cliffside Park, NJ 07010",(732) 638-4067,https://www.apartments.com/one-park-condos-cliffside-park-nj/ejhn7wq/
https://www.apartments.com/cedar-grove-nj-07009/400-to-1000/,Cedar Village,"14 A Montclair Ave, Cedar Grove, NJ 07009",(844) 340-3683,https://www.apartments.com/cedar-village-cedar-grove-nj/v6vy6ef/
https://www.apartments.com/cedar-grove-nj-07009/400-to-1000/,"Pompton Gardens, LLC","653 Pompton Ave, Cedar Grove, NJ 07009",(973) 256-0303,https://www.apartments.com/pompton-gardens-llc-cedar-grove-nj/8s40kg3/
https://www.apartments.com/cedar-grove-nj-07009/400-to-1000/,Zephyr Ridge,"2-48 Grove Ave, Cedar Grove, NJ 07009",(973) 310-7360,https://www.apartments.com/zephyr-ridge-cedar-grove-nj/dqcft4l/
https://www.apartments.com/cedar-grove-nj-07009/400-to-1000/,Bradford Arms,"146 Tierney Dr, Cedar Grove, NJ 07009",(973) 571-1234,https://www.apartments.com/bradford-arms-cedar-grove-nj/wxmd4jl/
https://www.apartments.com/cliffside-park-nj-07010/400-to-1000/,Lawton Court Cliffside Park,"245 Lawton Ave, Cliffside Park, NJ 07010",(551) 336-3844,https://www.apartments.com/lawton-court-cliffside-park-cliffside-park-nj/gp7477z/
https://www.apartments.com/cliffside-park-nj-07010/400-to-1000/,The Centre,"1 Towne Ctr, Cliffside Park, NJ 07010",(201) 981-8275,https://www.apartments.com/the-centre-cliffside-park-nj/wnjtnkl/
https://www.apartments.com/cliffside-park-nj-07010/400-to-1000/,Riello,"99 Gorge Rd, Edgewater, NJ 07020",(551) 574-3228,https://www.apartments.com/riello-edgewater-nj/cx94qge/
https://www.apartments.com/cliffside-park-nj-07010/400-to-1000/,603 Glen Ave,"Cliffside Park, NJ 07010",(732) 860-7203,https://www.apartments.com/603-glen-ave-cliffside-park-nj/xqmrrqm/
https://www.apartments.com/carteret-nj-07008/400-to-1000/,Bristol Station Apartments,"90 Bristol Station Ct, Carteret, NJ 07008",(732) 969-5600,https://www.apartments.com/bristol-station-apartments-carteret-nj/c5v1ene/
https://www.apartments.com/carteret-nj-07008/400-to-1000/,Gateway at Carteret,"101 Roosevelt Ave, Carteret, NJ 07008",(908) 587-5211,https://www.apartments.com/gateway-at-carteret-carteret-nj/w1z0bxl/
https://www.apartments.com/clifton-nj-07014/400-to-1000/,AVE Clifton,"743 Passaic Ave, Clifton, NJ 07012",(201) 792-7601,https://www.apartments.com/ave-clifton-clifton-nj/w1b22rl/
https://www.apartments.com/clifton-nj-07012/400-to-1000/,AVE Clifton,"743 Passaic Ave, Clifton, NJ 07012",(201) 964-2100,https://www.apartments.com/ave-clifton-clifton-nj/w1b22rl/
https://www.apartments.com/blacksburg-va-24060/319-to-478/,Highlands at Huckleberry Ridge,"535 Blackrock Dr, Blacksburg, VA 24060",(540) 443-8009,https://www.apartments.com/highlands-at-huckleberry-ridge-blacksburg-va/wehdp2l/
https://www.apartments.com/christiansburg-va-24073/319-to-478/,The Adams at Peppers Ferry,"375 Continental Cir, Christiansburg, VA 24073",(540) 953-1341,https://www.apartments.com/the-adams-at-peppers-ferry-christiansburg-va/tqzt5qb/
https://www.apartments.com/blacksburg-va-24060/319-to-478/,The Landing at Stonegate,"511 Broce Dr, Blacksburg, VA 24060",(540) 443-6869,https://www.apartments.com/the-landing-at-stonegate-blacksburg-va/3lmljee/
https://www.apartments.com/blacksburg-va-24060/319-to-478/,Hub Blacksburg,"1200 Snyder Ln, Blacksburg, VA 24060",(844) 583-9945,https://www.apartments.com/hub-blacksburg-blacksburg-va/b9shm79/
https://www.apartments.com/blacksburg-va-24060/319-to-478/,Union Blacksburg,"917 University City Blvd, Blacksburg, VA 24060",(844) 267-2202,https://www.apartments.com/union-blacksburg-blacksburg-va/91538r6/
https://www.apartments.com/blacksburg-va-24060/319-to-478/,Stonegate and Carlton Scott Apartments,"500 Broce Dr, Blacksburg, VA 24060",(844) 886-7734,https://www.apartments.com/stonegate-and-carlton-scott-apartments-blacksburg-va/sr6xyq6/
https://www.apartments.com/blacksburg-va-24060/319-to-478/,Terrace View Student Living,"413 Hunt Club Rd, Blacksburg, VA 24060",(540) 418-1572,https://www.apartments.com/terrace-view-student-living-blacksburg-va/vxe1j9d/
https://www.apartments.com/blacksburg-va-24060/319-to-478/,Cedar Pointe Apartments,"200 Cedar Pointe Dr, Blacksburg, VA 24060",(844) 214-0089,https://www.apartments.com/cedar-pointe-apartments-blacksburg-va/35kj87e/
https://www.apartments.com/blacksburg-va-24060/319-to-478/,The Edge,"321 Edge Way, Blacksburg, VA 24060",(540) 739-7568,https://www.apartments.com/the-edge-blacksburg-va/jlmhhv6/
https://www.apartments.com/blacksburg-va-24060/319-to-478/,The Retreat at Blacksburg,"1800 Redd Rd, Blacksburg, VA 24060",(732) 709-1629,https://www.apartments.com/the-retreat-at-blacksburg-blacksburg-va/jzp7505/
https://www.apartments.com/hagerstown-md-21740/320-to-838/,The Bradford Apartments,"55 Manor Dr, Hagerstown, MD 21740",(833) 252-0596,https://www.apartments.com/the-bradford-apartments-hagerstown-md/3zgg41f/
https://www.apartments.com/hagerstown-md-21740/320-to-838/,The Bradford Apartments,"55 Manor Dr, Hagerstown, MD 21740",(833) 252-0596,https://www.apartments.com/the-bradford-apartments-hagerstown-md/3zgg41f/
https://www.apartments.com/jonesboro-ga-30238/400-to-1000/,Tara Hill Apartment Homes,"8050 Tara Blvd, Jonesboro, GA 30236",(404) 843-2500,https://www.apartments.com/tara-hill-apartment-homes-jonesboro-ga/bd57k5b/
https://www.apartments.com/jonesboro-ga-30236/400-to-1000/,Tara Hill Apartment Homes,"8050 Tara Blvd, Jonesboro, GA 30236",(844) 204-4588,https://www.apartments.com/tara-hill-apartment-homes-jonesboro-ga/bd57k5b/
https://www.apartments.com/jonesboro-ga-30236/400-to-1000/,Oak Run Apartment Homes,"7878 N Main St, Jonesboro, GA 30236",(770) 468-4930,https://www.apartments.com/oak-run-apartment-homes-jonesboro-ga/z1b66tx/
https://www.apartments.com/clemson-sc-29631/400-to-1000/,Cambridge Creek Clemson,"1100 Cambridge Creek Ct, Clemson, SC 29631",(844) 432-3857,https://www.apartments.com/cambridge-creek-clemson-clemson-sc/87182n1/
https://www.apartments.com/clemson-sc-29631/400-to-1000/,Clemson Lofts,"111 Cochran Rd, Clemson, SC 29631",(864) 506-8413,https://www.apartments.com/clemson-lofts-clemson-sc/88b0gp1/
